22,power_user,Power User,2020-03-01,141,Achieved Power User status,71,25136.19,2025-12-16 14:32:14.3800000,1005,12
23,account_created,Account Created,2020-01-16,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1006,0
24,active_user,Active User,2020-01-16,98,Reached 5+ orders,42,7431.76,2025-12-16 14:32:14.3800000,1006,13
25,first_purchase,First Purchase,2020-01-16,0,Made first purchase,0,1.68,2025-12-16 14:32:14.3800000,1006,1
26,power_user,Power User,2020-01-16,172,Achieved Power User status,42,11147.64,2025-12-16 14:32:14.3800000,1006,13
27,account_created,Account Created,2020-02-24,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1007,0
28,active_user,Active User,2020-02-24,83,Reached 5+ orders,68,19617.38,2025-12-16 14:32:14.3800000,1007,14
29,first_purchase,First Purchase,2020-02-24,0,Made first purchase,0,1.44,2025-12-16 14:32:14.3800000,1007,1
30,high_value,High Value,2020-02-24,124,Achieved High Value status,68,39234.76,2025-12-16 14:32:14.3800000,1007,14
31,power_user,Power User,2020-02-24,145,Achieved Power User status,68,29426.07,2025-12-16 14:32:14.3800000,1007,14
32,account_created,Account Created,2020-01-10,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1008,0
33,active_user,Active User,2020-01-10,101,Reached 5+ orders,50,11534.71,2025-12-16 14:32:14.3800000,1008,12
34,first_purchase,First Purchase,2020-01-10,0,Made first purchase,0,2.41,2025-12-16 14:32:14.3800000,1008,1
35,power_user,Power User,2020-01-10,177,Achieved Power User status,50,17302.06,2025-12-16 14:32:14.3800000,1008,12
36,account_created,Account Created,2020-03-03,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1009,0
37,active_user,Active User,2020-03-03,80,Reached 5+ orders,103,21946.52,2025-12-16 14:32:14.3800000,1009,14
38,first_purchase,First Purchase,2020-03-03,0,Made first purchase,0,0.87,2025-12-16 14:32:14.3800000,1009,1
39,high_value,High Value,2020-03-03,120,Achieved High Value status,103,43893.04,2025-12-16 14:32:14.3800000,1009,14
40,power_user,Power User,2020-03-03,140,Achieved Power User status,103,32919.78,2025-12-16 14:32:14.3800000,1009,14
41,account_created,Account Created,2020-03-11,0,User signed up for Enterprise account,0,0.00,2025-12-16 14:32:14.3800000,1010,0
42,active_user,Active User,2020-03-11,76,Reached 5+ orders,67,14731.16,2025-12-16 14:32:14.3800000,1010,13
43,first_purchase,First Purchase,2020-03-11,0,Made first purchase,0,1.40,2025-12-16 14:32:14.3800000,1010,1
44,power_user,Power User,2020-03-11,134,Achieved Power User status,67,22096.74,2025-12-16 14:32:14.3800000,1010,13
45,account_created,Account Created,2020-06-15,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1011,0
46,active_user,Active User,2020-06-15,38,Reached 5+ orders,65,20627.97,2025-12-16 14:32:14.3800000,1011,13
47,first_purchase,First Purchase,2020-06-15,0,Made first purchase,0,2.06,2025-12-16 14:32:14.3800000,1011,1
48,high_value,High Value,2020-06-15,57,Achieved High Value status,65,41255.94,2025-12-16 14:32:14.3800000,1011,13
49,power_user,Power User,2020-06-15,67,Achieved Power User status,65,30941.96,2025-12-16 14:32:14.3800000,1011,13
50,account_created,Account Created,2020-03-31,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1012,0
51,active_user,Active User,2020-03-31,68,Reached 5+ orders,25,3550.46,2025-12-16 14:32:14.3800000,1012,11
52,first_purchase,First Purchase,2020-03-31,0,Made first purchase,0,1.86,2025-12-16 14:32:14.3800000,1012,1
53,power_user,Power User,2020-03-31,120,Achieved Power User status,25,5325.69,2025-12-16 14:32:14.3800000,1012,11
54,account_created,Account Created,2020-02-16,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1013,0
55,active_user,Active User,2020-02-16,86,Reached 5+ orders,41,6318.05,2025-12-16 14:32:14.3800000,1013,14
56,first_purchase,First Purchase,2020-02-16,0,Made first purchase,0,2.61,2025-12-16 14:32:14.3800000,1013,1
57,power_user,Power User,2020-02-16,151,Achieved Power User status,41,9477.07,2025-12-16 14:32:14.3800000,1013,14
58,account_created,Account Created,2020-01-31,0,User signed up for Enterprise account,0,0.00,2025-12-16 14:32:14.3800000,1014,0
59,active_user,Active User,2020-01-31,92,Reached 5+ orders,49,7148.07,2025-12-16 14:32:14.3800000,1014,12
60,first_purchase,First Purchase,2020-01-31,0,Made first purchase,0,1.93,2025-12-16 14:32:14.3800000,1014,1
61,power_user,Power User,2020-01-31,162,Achieved Power User status,49,10722.11,2025-12-16 14:32:14.3800000,1014,12
62,account_created,Account Created,2020-03-17,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1015,0
63,active_user,Active User,2020-03-17,74,Reached 5+ orders,58,11966.66,2025-12-16 14:32:14.3800000,1015,13
64,first_purchase,First Purchase,2020-03-17,0,Made first purchase,0,3.57,2025-12-16 14:32:14.3800000,1015,1
65,power_user,Power User,2020-03-17,130,Achieved Power User status,58,17949.99,2025-12-16 14:32:14.3800000,1015,13
66,account_created,Account Created,2020-03-28,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1016,0
67,active_user,Active User,2020-03-28,70,Reached 5+ orders,42,10432.55,2025-12-16 14:32:14.3800000,1016,13
68,first_purchase,First Purchase,2020-03-28,0,Made first purchase,0,0.55,2025-12-16 14:32:14.3800000,1016,1
69,power_user,Power User,2020-03-28,122,Achieved Power User status,42,15648.83,2025-12-16 14:32:14.3800000,1016,13
70,account_created,Account Created,2020-02-23,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1017,0
71,active_user,Active User,2020-02-23,83,Reached 5+ orders,77,17456.08,2025-12-16 14:32:14.3800000,1017,14
72,first_purchase,First Purchase,2020-02-23,0,Made first purchase,0,1.92,2025-12-16 14:32:14.3800000,1017,1
73,high_value,High Value,2020-02-23,125,Achieved High Value status,77,34912.16,2025-12-16 14:32:14.3800000,1017,14
74,power_user,Power User,2020-02-23,146,Achieved Power User status,77,26184.12,2025-12-16 14:32:14.3800000,1017,14
75,account_created,Account Created,2020-06-06,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1018,0
76,active_user,Active User,2020-06-06,42,Reached 5+ orders,26,4814.22,2025-12-16 14:32:14.3800000,1018,12
77,first_purchase,First Purchase,2020-06-06,0,Made first purchase,0,1.78,2025-12-16 14:32:14.3800000,1018,1
78,power_user,Power User,2020-06-06,73,Achieved Power User status,26,7221.32,2025-12-16 14:32:14.3800000,1018,12
79,account_created,Account Created,2020-03-28,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1019,0
80,active_user,Active User,2020-03-28,70,Reached 5+ orders,42,9890.23,2025-12-16 14:32:14.3800000,1019,13
81,first_purchase,First Purchase,2020-03-28,0,Made first purchase,0,1.40,2025-12-16 14:32:14.3800000,1019,1
82,power_user,Power User,2020-03-28,122,Achieved Power User status,42,14835.35,2025-12-16 14:32:14.3800000,1019,13
83,account_created,Account Created,2020-04-25,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1020,0
84,active_user,Active User,2020-04-25,58,Reached 5+ orders,13,3066.26,2025-12-16 14:32:14.3800000,1020,10
85,first_purchase,First Purchase,2020-04-25,0,Made first purchase,0,3.76,2025-12-16 14:32:14.3800000,1020,1
86,power_user,Power User,2020-04-25,102,Achieved Power User status,13,4599.39,2025-12-16 14:32:14.3800000,1020,10
87,account_created,Account Created,2020-02-28,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1021,0
88,active_user,Active User,2020-02-28,81,Reached 5+ orders,38,14321.90,2025-12-16 14:32:14.3800000,1021,13
89,first_purchase,First Purchase,2020-02-28,0,Made first purchase,0,1.98,2025-12-16 14:32:14.3800000,1021,1
90,power_user,Power User,2020-02-28,142,Achieved Power User status,38,21482.85,2025-12-16 14:32:14.3800000,1021,13
91,account_created,Account Created,2020-03-14,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1022,0
92,active_user,Active User,2020-03-14,75,Reached 5+ orders,77,12798.79,2025-12-16 14:32:14.3800000,1022,13
93,first_purchase,First Purchase,2020-03-14,0,Made first purchase,0,1.47,2025-12-16 14:32:14.3800000,1022,1
94,power_user,Power User,2020-03-14,132,Achieved Power User status,77,19198.18,2025-12-16 14:32:14.3800000,1022,13
95,account_created,Account Created,2020-08-24,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1023,0
96,active_user,Active User,2020-08-24,10,Reached 5+ orders,54,10145.17,2025-12-16 14:32:14.3800000,1023,13
97,first_purchase,First Purchase,2020-08-24,0,Made first purchase,0,1.81,2025-12-16 14:32:14.3800000,1023,1
98,power_user,Power User,2020-08-24,18,Achieved Power User status,54,15217.76,2025-12-16 14:32:14.3800000,1023,13
99,account_created,Account Created,2020-01-07,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1024,0
100,active_user,Active User,2020-01-07,102,Reached 5+ orders,61,16145.73,2025-12-16 14:32:14.3800000,1024,14
101,first_purchase,First Purchase,2020-01-07,0,Made first purchase,0,0.85,2025-12-16 14:32:14.3800000,1024,1
102,power_user,Power User,2020-01-07,179,Achieved Power User status,61,24218.60,2025-12-16 14:32:14.3800000,1024,14
103,account_created,Account Created,2020-04-26,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1025,0
104,active_user,Active User,2020-04-26,58,Reached 5+ orders,37,10898.35,2025-12-16 14:32:14.3800000,1025,14
105,first_purchase,First Purchase,2020-04-26,0,Made first purchase,0,4.83,2025-12-16 14:32:14.3800000,1025,1
106,power_user,Power User,2020-04-26,102,Achieved Power User status,37,16347.53,2025-12-16 14:32:14.3800000,1025,14
107,account_created,Account Created,2020-01-05,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1026,0
108,active_user,Active User,2020-01-05,103,Reached 5+ orders,61,11868.43,2025-12-16 14:32:14.3800000,1026,13
109,first_purchase,First Purchase,2020-01-05,0,Made first purchase,0,2.84,2025-12-16 14:32:14.3800000,1026,1
110,power_user,Power User,2020-01-05,180,Achieved Power User status,61,17802.64,2025-12-16 14:32:14.3800000,1026,13
111,account_created,Account Created,2020-08-08,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1027,0
112,active_user,Active User,2020-08-08,16,Reached 5+ orders,23,2701.45,2025-12-16 14:32:14.3800000,1027,12
113,first_purchase,First Purchase,2020-08-08,0,Made first purchase,0,5.34,2025-12-16 14:32:14.3800000,1027,1
114,power_user,Power User,2020-08-08,29,Achieved Power User status,23,4052.18,2025-12-16 14:32:14.3800000,1027,12
115,account_created,Account Created,2020-04-05,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1028,0
116,active_user,Active User,2020-04-05,66,Reached 5+ orders,65,11390.10,2025-12-16 14:32:14.3800000,1028,12
117,first_purchase,First Purchase,2020-04-05,0,Made first purchase,0,2.72,2025-12-16 14:32:14.3800000,1028,1
118,power_user,Power User,2020-04-05,116,Achieved Power User status,65,17085.14,2025-12-16 14:32:14.3800000,1028,12
119,account_created,Account Created,2020-01-14,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1029,0
120,active_user,Active User,2020-01-14,99,Reached 5+ orders,58,27859.61,2025-12-16 14:32:14.3800000,1029,13
121,first_purchase,First Purchase,2020-01-14,0,Made first purchase,0,2.80,2025-12-16 14:32:14.3800000,1029,1
122,high_value,High Value,2020-01-14,149,Achieved High Value status,58,55719.21,2025-12-16 14:32:14.3800000,1029,13
123,power_user,Power User,2020-01-14,174,Achieved Power User status,58,41789.41,2025-12-16 14:32:14.3800000,1029,13
124,account_created,Account Created,2020-01-11,0,User signed up for Enterprise account,0,0.00,2025-12-16 14:32:14.3800000,1030,0
125,active_user,Active User,2020-01-11,100,Reached 5+ orders,58,14899.30,2025-12-16 14:32:14.3800000,1030,12
126,first_purchase,First Purchase,2020-01-11,0,Made first purchase,0,2.50,2025-12-16 14:32:14.3800000,1030,1
127,power_user,Power User,2020-01-11,176,Achieved Power User status,58,22348.94,2025-12-16 14:32:14.3800000,1030,12
128,account_created,Account Created,2020-01-07,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1031,0
129,active_user,Active User,2020-01-07,102,Reached 5+ orders,57,12344.56,2025-12-16 14:32:14.3800000,1031,14
130,first_purchase,First Purchase,2020-01-07,0,Made first purchase,0,2.48,2025-12-16 14:32:14.3800000,1031,1
131,power_user,Power User,2020-01-07,179,Achieved Power User status,57,18516.84,2025-12-16 14:32:14.3800000,1031,14
132,account_created,Account Created,2020-02-09,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1032,0
133,active_user,Active User,2020-02-09,89,Reached 5+ orders,69,14943.44,2025-12-16 14:32:14.3800000,1032,13
134,first_purchase,First Purchase,2020-02-09,0,Made first purchase,0,1.68,2025-12-16 14:32:14.3800000,1032,1
135,power_user,Power User,2020-02-09,156,Achieved Power User status,69,22415.16,2025-12-16 14:32:14.3800000,1032,13
136,account_created,Account Created,2020-03-30,0,User signed up for Enterprise account,0,0.00,2025-12-16 14:32:14.3800000,1033,0
137,active_user,Active User,2020-03-30,69,Reached 5+ orders,40,9228.71,2025-12-16 14:32:14.3800000,1033,13
138,first_purchase,First Purchase,2020-03-30,0,Made first purchase,0,0.99,2025-12-16 14:32:14.3800000,1033,1
139,power_user,Power User,2020-03-30,121,Achieved Power User status,40,13843.06,2025-12-16 14:32:14.3800000,1033,13
140,account_created,Account Created,2020-01-07,0,User signed up for Enterprise account,0,0.00,2025-12-16 14:32:14.3800000,1034,0
141,active_user,Active User,2020-01-07,102,Reached 5+ orders,36,5291.40,2025-12-16 14:32:14.3800000,1034,12
142,first_purchase,First Purchase,2020-01-07,0,Made first purchase,0,1.52,2025-12-16 14:32:14.3800000,1034,1
143,power_user,Power User,2020-01-07,179,Achieved Power User status,36,7937.10,2025-12-16 14:32:14.3800000,1034,12
144,account_created,Account Created,2020-04-11,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1035,0
145,active_user,Active User,2020-04-11,64,Reached 5+ orders,54,12978.63,2025-12-16 14:32:14.3800000,1035,12
146,first_purchase,First Purchase,2020-04-11,0,Made first purchase,0,1.23,2025-12-16 14:32:14.3800000,1035,1
147,power_user,Power User,2020-04-11,112,Achieved Power User status,54,19467.94,2025-12-16 14:32:14.3800000,1035,12
148,account_created,Account Created,2020-04-28,0,User signed up for Enterprise account,0,0.00,2025-12-16 14:32:14.3800000,1036,0
149,active_user,Active User,2020-04-28,57,Reached 5+ orders,57,12192.44,2025-12-16 14:32:14.3800000,1036,14
150,first_purchase,First Purchase,2020-04-28,0,Made first purchase,0,2.81,2025-12-16 14:32:14.3800000,1036,1
151,power_user,Power User,2020-04-28,100,Achieved Power User status,57,18288.66,2025-12-16 14:32:14.3800000,1036,14
152,account_created,Account Created,2020-04-02,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1038,0
153,active_user,Active User,2020-04-02,68,Reached 5+ orders,42,6065.36,2025-12-16 14:32:14.3800000,1038,10
154,first_purchase,First Purchase,2020-04-02,0,Made first purchase,0,1.78,2025-12-16 14:32:14.3800000,1038,1
155,power_user,Power User,2020-04-02,119,Achieved Power User status,42,9098.04,2025-12-16 14:32:14.3800000,1038,10
156,account_created,Account Created,2020-01-27,0,User signed up for Enterprise account,0,0.00,2025-12-16 14:32:14.3800000,1039,0
157,active_user,Active User,2020-01-27,94,Reached 5+ orders,56,19541.90,2025-12-16 14:32:14.3800000,1039,14
158,first_purchase,First Purchase,2020-01-27,0,Made first purchase,0,1.24,2025-12-16 14:32:14.3800000,1039,1
159,high_value,High Value,2020-01-27,141,Achieved High Value status,56,39083.79,2025-12-16 14:32:14.3800000,1039,14
160,power_user,Power User,2020-01-27,165,Achieved Power User status,56,29312.84,2025-12-16 14:32:14.3800000,1039,14
161,account_created,Account Created,2020-02-12,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1040,0
162,active_user,Active User,2020-02-12,88,Reached 5+ orders,22,4318.86,2025-12-16 14:32:14.3800000,1040,14
163,first_purchase,First Purchase,2020-02-12,0,Made first purchase,0,3.16,2025-12-16 14:32:14.3800000,1040,1
164,power_user,Power User,2020-02-12,154,Achieved Power User status,22,6478.28,2025-12-16 14:32:14.3800000,1040,14
165,account_created,Account Created,2020-03-26,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1041,0
166,active_user,Active User,2020-03-26,70,Reached 5+ orders,29,6383.42,2025-12-16 14:32:14.3800000,1041,12
167,first_purchase,First Purchase,2020-03-26,0,Made first purchase,0,2.88,2025-12-16 14:32:14.3800000,1041,1
168,power_user,Power User,2020-03-26,123,Achieved Power User status,29,9575.13,2025-12-16 14:32:14.3800000,1041,12
169,account_created,Account Created,2020-01-17,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1042,0
170,active_user,Active User,2020-01-17,98,Reached 5+ orders,57,5415.91,2025-12-16 14:32:14.3800000,1042,13
171,first_purchase,First Purchase,2020-01-17,0,Made first purchase,0,1.34,2025-12-16 14:32:14.3800000,1042,1
172,power_user,Power User,2020-01-17,172,Achieved Power User status,57,8123.87,2025-12-16 14:32:14.3800000,1042,13
173,account_created,Account Created,2020-01-04,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1043,0
174,active_user,Active User,2020-01-04,103,Reached 5+ orders,86,18004.18,2025-12-16 14:32:14.3800000,1043,13
175,first_purchase,First Purchase,2020-01-04,0,Made first purchase,0,1.19,2025-12-16 14:32:14.3800000,1043,1
176,high_value,High Value,2020-01-04,155,Achieved High Value status,86,36008.36,2025-12-16 14:32:14.3800000,1043,13
177,power_user,Power User,2020-01-04,181,Achieved Power User status,86,27006.27,2025-12-16 14:32:14.3800000,1043,13
178,account_created,Account Created,2020-02-01,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1044,0
179,active_user,Active User,2020-02-01,92,Reached 5+ orders,53,17599.59,2025-12-16 14:32:14.3800000,1044,13
180,first_purchase,First Purchase,2020-02-01,0,Made first purchase,0,2.74,2025-12-16 14:32:14.3800000,1044,1
181,high_value,High Value,2020-02-01,138,Achieved High Value status,53,35199.18,2025-12-16 14:32:14.3800000,1044,13
182,power_user,Power User,2020-02-01,161,Achieved Power User status,53,26399.39,2025-12-16 14:32:14.3800000,1044,13
183,account_created,Account Created,2020-01-29,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1045,0
184,active_user,Active User,2020-01-29,93,Reached 5+ orders,42,10624.86,2025-12-16 14:32:14.3800000,1045,12
185,first_purchase,First Purchase,2020-01-29,0,Made first purchase,0,2.38,2025-12-16 14:32:14.3800000,1045,1
186,power_user,Power User,2020-01-29,163,Achieved Power User status,42,15937.28,2025-12-16 14:32:14.3800000,1045,12
187,account_created,Account Created,2020-02-07,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1046,0
188,active_user,Active User,2020-02-07,90,Reached 5+ orders,65,17600.21,2025-12-16 14:32:14.3800000,1046,13
189,first_purchase,First Purchase,2020-02-07,0,Made first purchase,0,0.44,2025-12-16 14:32:14.3800000,1046,1
190,high_value,High Value,2020-02-07,135,Achieved High Value status,65,35200.42,2025-12-16 14:32:14.3800000,1046,13
191,power_user,Power User,2020-02-07,157,Achieved Power User status,65,26400.32,2025-12-16 14:32:14.3800000,1046,13
192,account_created,Account Created,2020-03-18,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1047,0
193,active_user,Active User,2020-03-18,74,Reached 5+ orders,51,12061.94,2025-12-16 14:32:14.3800000,1047,12
194,first_purchase,First Purchase,2020-03-18,0,Made first purchase,0,2.29,2025-12-16 14:32:14.3800000,1047,1
195,power_user,Power User,2020-03-18,129,Achieved Power User status,51,18092.90,2025-12-16 14:32:14.3800000,1047,12
196,account_created,Account Created,2020-02-03,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1048,0
197,active_user,Active User,2020-02-03,91,Reached 5+ orders,58,8399.87,2025-12-16 14:32:14.3800000,1048,14
198,first_purchase,First Purchase,2020-02-03,0,Made first purchase,0,1.98,2025-12-16 14:32:14.3800000,1048,1
199,power_user,Power User,2020-02-03,160,Achieved Power User status,58,12599.80,2025-12-16 14:32:14.3800000,1048,14
200,account_created,Account Created,2020-05-05,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1049,0
201,active_user,Active User,2020-05-05,54,Reached 5+ orders,37,12321.75,2025-12-16 14:32:14.3800000,1049,12
202,first_purchase,First Purchase,2020-05-05,0,Made first purchase,0,1.74,2025-12-16 14:32:14.3800000,1049,1
203,power_user,Power User,2020-05-05,95,Achieved Power User status,37,18482.63,2025-12-16 14:32:14.3800000,1049,12
204,account_created,Account Created,2020-01-06,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1050,0
205,active_user,Active User,2020-01-06,102,Reached 5+ orders,48,8338.92,2025-12-16 14:32:14.3800000,1050,12
206,first_purchase,First Purchase,2020-01-06,0,Made first purchase,0,3.52,2025-12-16 14:32:14.3800000,1050,1
207,power_user,Power User,2020-01-06,179,Achieved Power User status,48,12508.38,2025-12-16 14:32:14.3800000,1050,12
208,account_created,Account Created,2020-03-01,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1051,0
209,active_user,Active User,2020-03-01,80,Reached 5+ orders,60,13485.38,2025-12-16 14:32:14.3800000,1051,12
210,first_purchase,First Purchase,2020-03-01,0,Made first purchase,0,2.32,2025-12-16 14:32:14.3800000,1051,1
211,power_user,Power User,2020-03-01,141,Achieved Power User status,60,20228.06,2025-12-16 14:32:14.3800000,1051,12
212,account_created,Account Created,2020-04-05,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1052,0
213,active_user,Active User,2020-04-05,66,Reached 5+ orders,54,9711.14,2025-12-16 14:32:14.3800000,1052,13
214,first_purchase,First Purchase,2020-04-05,0,Made first purchase,0,2.18,2025-12-16 14:32:14.3800000,1052,1
215,power_user,Power User,2020-04-05,116,Achieved Power User status,54,14566.70,2025-12-16 14:32:14.3800000,1052,13
216,account_created,Account Created,2020-05-25,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1053,0
217,active_user,Active User,2020-05-25,46,Reached 5+ orders,24,8058.23,2025-12-16 14:32:14.3800000,1053,11
218,first_purchase,First Purchase,2020-05-25,0,Made first purchase,0,3.91,2025-12-16 14:32:14.3800000,1053,1
219,power_user,Power User,2020-05-25,81,Achieved Power User status,24,12087.35,2025-12-16 14:32:14.3800000,1053,11
220,account_created,Account Created,2020-05-18,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1054,0
221,active_user,Active User,2020-05-18,49,Reached 5+ orders,54,7725.53,2025-12-16 14:32:14.3800000,1054,12
222,first_purchase,First Purchase,2020-05-18,0,Made first purchase,0,1.64,2025-12-16 14:32:14.3800000,1054,1
223,power_user,Power User,2020-05-18,86,Achieved Power User status,54,11588.29,2025-12-16 14:32:14.3800000,1054,12
224,account_created,Account Created,2020-01-22,0,User signed up for Enterprise account,0,0.00,2025-12-16 14:32:14.3800000,1055,0
225,active_user,Active User,2020-01-22,96,Reached 5+ orders,67,14744.79,2025-12-16 14:32:14.3800000,1055,13
226,first_purchase,First Purchase,2020-01-22,0,Made first purchase,0,1.59,2025-12-16 14:32:14.3800000,1055,1
227,power_user,Power User,2020-01-22,168,Achieved Power User status,67,22117.18,2025-12-16 14:32:14.3800000,1055,13
228,account_created,Account Created,2020-03-01,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1056,0
229,active_user,Active User,2020-03-01,80,Reached 5+ orders,45,13800.51,2025-12-16 14:32:14.3800000,1056,14
230,first_purchase,First Purchase,2020-03-01,0,Made first purchase,0,2.46,2025-12-16 14:32:14.3800000,1056,1
231,power_user,Power User,2020-03-01,141,Achieved Power User status,45,20700.76,2025-12-16 14:32:14.3800000,1056,14
232,account_created,Account Created,2020-01-28,0,User signed up for SMB account,0,0.00,2025-12-16 14:32:14.3800000,1057,0
233,active_user,Active User,2020-01-28,94,Reached 5+ orders,76,14891.73,2025-12-16 14:32:14.3800000,1057,12
234,first_purchase,First Purchase,2020-01-28,0,Made first purchase,0,2.22,2025-12-16 14:32:14.3800000,1057,1
235,power_user,Power User,2020-01-28,164,Achieved Power User status,76,22337.59,2025-12-16 14:32:14.3800000,1057,12
236,account_created,Account Created,2020-01-20,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1058,0
237,active_user,Active User,2020-01-20,97,Reached 5+ orders,40,6432.20,2025-12-16 14:32:14.3800000,1058,13
238,first_purchase,First Purchase,2020-01-20,0,Made first purchase,0,1.11,2025-12-16 14:32:14.3800000,1058,1
239,power_user,Power User,2020-01-20,170,Achieved Power User status,40,9648.29,2025-12-16 14:32:14.3800000,1058,13
240,account_created,Account Created,2020-08-05,0,User signed up for Strategic account,0,0.00,2025-12-16 14:32:14.3800000,1059,0
241,active_user,Active User,2020-08-05,18,Reached 5+ orders,24,4086.61,2025-12-16 14:32:14.3800000,1059,11
